county,rep_unit,wsa_dist,wss_dist,year,con_dist
COLUMBIA,CITY OF PORTAGE Wards 7 - 12,42,14,2010,2
COLUMBIA,CITY OF PORTAGE Wards 13 - 18,42,14,2010,2
COLUMBIA,CITY OF WISCONSIN DELLS Wards 1 - 3 & 6,42,14,2010,2
MARQUETTE,TOWN OF BUFFALO Wards 1 & 2,42,14,2010,6
MARQUETTE,TOWN OF DOUGLAS Ward 1,42,14,2010,6
MARQUETTE,TOWN OF HARRIS Ward 1,42,14,2010,6
MARQUETTE,TOWN OF MONTELLO Wards 1 - 3,42,14,2010,6
MARQUETTE,TOWN OF MOUNDVILLE Wards 1 & 2,42,14,2010,6
MARQUETTE,TOWN OF OXFORD Wards 1 & 2,42,14,2010,6
MARQUETTE,TOWN OF PACKWAUKEE Wards 1 - 3,42,14,2010,6
MARQUETTE,TOWN OF SHIELDS Ward 1,42,14,2010,6
MARQUETTE,TOWN OF WESTFIELD Wards 1 & 2,42,14,2010,6
MARQUETTE,VILLAGE OF ENDEAVOR Ward 1,42,14,2010,6
MARQUETTE,VILLAGE OF OXFORD Ward 1,42,14,2010,6
MARQUETTE,CITY OF MONTELLO Wards 1 - 4,42,14,2010,6
SAUK,"TOWN OF BARABOO Wards 1-4, Combined",42,14,2010,2
SAUK,"TOWN OF DELTON Wards 1-4, Combined",42,14,2010,2
SAUK,"TOWN OF FAIRFIELD Wards 1 & 2, Combined",42,14,2010,2
SAUK,TOWN OF GREENFIELD Ward 1,42,14,2010,2
SAUK,"VILLAGE OF LAKE DELTON Wards 1-3, Combined",42,14,2010,2
SAUK,VILLAGE OF WEST BARABOO Wards 1 & 2,42,14,2010,2
SAUK,CITY OF BARABOO WARD 1,42,14,2010,2
SAUK,CITY OF BARABOO WARD 2,42,14,2010,2
SAUK,CITY OF BARABOO WARD 3,42,14,2010,2
SAUK,CITY OF BARABOO WARD 4,42,14,2010,2
SAUK,CITY OF BARABOO WARD 5,42,14,2010,2
SAUK,CITY OF BARABOO WARD 6,42,14,2010,2
SAUK,CITY OF BARABOO WARD 7,42,14,2010,2
SAUK,CITY OF BARABOO WARD 8,42,14,2010,2
SAUK,CITY OF BARABOO WARD 9,42,14,2010,2
SAUK,CITY OF BARABOO WARD 10,42,14,2010,2
SAUK,CITY OF BARABOO WARD 11,42,14,2010,2
SAUK,CITY OF BARABOO WARD 12,42,14,2010,2
SAUK,CITY OF BARABOO WARD 13,42,14,2010,2
SAUK,CITY OF BARABOO WARD 14,42,14,2010,2
SAUK,CITY OF WISCONSIN DELLS Ward 4,42,14,2010,2
DANE,CITY OF EDGERTON Ward 7,43,15,2010,2
JEFFERSON,CITY OF WHITEWATER Wards 9 - 11,43,15,2010,2
ROCK,TOWN OF AVON Ward 1,43,15,2010,2
ROCK,TOWN OF BELOIT Wards 1 - 3,43,15,2010,2
ROCK,TOWN OF BELOIT Wards 4 & 5,43,15,2010,2
ROCK,TOWN OF BELOIT Wards 6 - 9,43,15,2010,2
ROCK,TOWN OF CENTER Ward 1,43,15,2010,2
ROCK,TOWN OF FULTON Wards 1 - 4,43,15,2010,2
ROCK,TOWN OF JANESVILLE Wards 1 - 5,43,15,2010,2
ROCK,TOWN OF JANESVILLE Ward 6,43,15,2010,1
ROCK,TOWN OF LIMA Wards 1 & 2,43,15,2010,1
ROCK,TOWN OF MILTON Wards 1 - 5,43,15,2010,1
ROCK,TOWN OF NEWARK Wards 1 & 2,43,15,2010,2
ROCK,TOWN OF PLYMOUTH Wards 1 & 2,43,15,2010,2
ROCK,TOWN OF PORTER Ward 1,43,15,2010,2
ROCK,TOWN OF ROCK Wards 1 - 7,43,15,2010,2
ROCK,TOWN OF SPRING VALLEY Ward 1,43,15,2010,2
ROCK,VILLAGE OF FOOTVILLE Ward 1,43,15,2010,2
ROCK,VILLAGE OF ORFORDVILLE Wards 1 & 2,43,15,2010,2
ROCK,CITY OF BRODHEAD Ward 8,43,15,2010,2
ROCK,CITY OF EDGERTON Wards 1 - 6,43,15,2010,2
ROCK,CITY OF JANESVILLE Ward 27,43,15,2010,2
ROCK,CITY OF JANESVILLE Ward 29,43,15,2010,2
ROCK,CITY OF JANESVILLE Ward 30,43,15,2010,2
ROCK,CITY OF JANESVILLE Ward 31,43,15,2010,2
ROCK,CITY OF JANESVILLE Ward 32,43,15,2010,2
ROCK,CITY OF MILTON Wards 1 - 8,43,15,2010,1
WALWORTH,TOWN OF WHITEWATER Wards 1 - 4,43,15,2010,1
WALWORTH,CITY OF WHITEWATER Wards 1 & 2,43,15,2010,2
WALWORTH,CITY OF WHITEWATER Wards 3 & 4,43,15,2010,2
WALWORTH,CITY OF WHITEWATER Wards 5 & 6,43,15,2010,2
WALWORTH,CITY OF WHITEWATER Wards 7 & 8,43,15,2010,2
WALWORTH,"CITY OF WHITEWATER Wards 12, 16 & 18",43,15,2010,1
WALWORTH,"CITY OF WHITEWATER Wards 13, 17 & 19",43,15,2010,1
ROCK,CITY OF JANESVILLE Ward 1,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 2,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 3,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 4,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 7,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 8,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 9,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 10,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 11,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 13,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 14,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 15,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 16,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 17,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 18,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 19,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 20,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 21,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 22,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 23,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 24,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 25,44,15,2010,1
ROCK,CITY OF JANESVILLE Ward 26,44,15,2010,2
ROCK,TOWN OF BRADFORD Ward 1,45,15,2010,1
ROCK,TOWN OF CLINTON Ward 1,45,15,2010,1
ROCK,TOWN OF HARMONY Wards 1 - 5,45,15,2010,1
ROCK,TOWN OF JOHNSTOWN Ward 1,45,15,2010,1
ROCK,TOWN OF LA PRAIRIE Wards 1 & 2,45,15,2010,1
ROCK,TOWN OF TURTLE Wards 1 & 4,45,15,2010,2
ROCK,TOWN OF TURTLE Wards 2 & 3,45,15,2010,1
ROCK,VILLAGE OF CLINTON Wards 1 - 3,45,15,2010,1
ROCK,CITY OF BELOIT Ward 1,45,15,2010,2
ROCK,CITY OF BELOIT Ward 2,45,15,2010,2
ROCK,CITY OF BELOIT Ward 3,45,15,2010,2
ROCK,CITY OF BELOIT Ward 4,45,15,2010,2
ROCK,CITY OF BELOIT Ward 5,45,15,2010,2
ROCK,CITY OF BELOIT Ward 6,45,15,2010,2
ROCK,CITY OF BELOIT Ward 7,45,15,2010,2
ROCK,CITY OF BELOIT Ward 8,45,15,2010,2
ROCK,CITY OF BELOIT Ward 9,45,15,2010,2
ROCK,CITY OF BELOIT Ward 10,45,15,2010,2
ROCK,CITY OF BELOIT Ward 11,45,15,2010,2
ROCK,CITY OF BELOIT Ward 12,45,15,2010,2
ROCK,CITY OF BELOIT Ward 13,45,15,2010,2
ROCK,CITY OF BELOIT Ward 14,45,15,2010,2
ROCK,CITY OF BELOIT Ward 15,45,15,2010,2
ROCK,CITY OF BELOIT Ward 16,45,15,2010,2
ROCK,CITY OF BELOIT Ward 17,45,15,2010,2
ROCK,CITY OF BELOIT Ward 18,45,15,2010,2
ROCK,CITY OF BELOIT Ward 19,45,15,2010,2
ROCK,CITY OF BELOIT Ward 20,45,15,2010,2
ROCK,CITY OF BELOIT Ward 21,45,15,2010,2
ROCK,CITY OF BELOIT Ward 22,45,15,2010,2
ROCK,CITY OF BELOIT Ward 23,45,15,2010,2
ROCK,CITY OF BELOIT Ward 24,45,15,2010,2
ROCK,CITY OF JANESVILLE Ward 5,45,15,2010,1
ROCK,CITY OF JANESVILLE Ward 6,45,15,2010,1
ROCK,CITY OF JANESVILLE Ward 12,45,15,2010,1
ROCK,CITY OF JANESVILLE Ward 28,45,15,2010,1
WALWORTH,TOWN OF RICHMOND Wards 1 - 3,45,15,2010,1
DANE,TOWN OF COTTAGE GROVE Wards 1 - 5,46,16,2010,2
DANE,TOWN OF DUNKIRK Wards 1 - 3,46,16,2010,2
DANE,TOWN OF DUNN Wards 1 & 7,46,16,2010,2
DANE,TOWN OF PLEASANT SPRINGS Wards 1 - 4,46,16,2010,2
DANE,TOWN OF RUTLAND Wards 1 & 2,46,16,2010,2
DANE,TOWN OF SUN PRAIRIE Wards 1 - 3,46,16,2010,2
DANE,VILLAGE OF COTTAGE GROVE Wards 1 - 9,46,16,2010,2
DANE,VILLAGE OF MCFARLAND Ward 8,46,16,2010,2
DANE,VILLAGE OF OREGON Wards 2 - 4,46,16,2010,2
DANE,CITY OF STOUGHTON Wards 1 - 3,46,16,2010,2
DANE,CITY OF STOUGHTON Wards 4 & 5,46,16,2010,2
DANE,CITY OF STOUGHTON Wards 6 - 8,46,16,2010,2
DANE,CITY OF STOUGHTON Wards 9 & 10,46,16,2010,2
DANE,"CITY OF SUN PRAIRIE Wards 1 - 4, 18, 19, 22 & 25 & 33",46,16,2010,2
DANE,CITY OF SUN PRAIRIE Wards 5 - 9,46,16,2010,2
DANE,"CITY OF SUN PRAIRIE Wards 10 - 13, 20, 29, 30",46,16,2010,2
DANE,CITY OF SUN PRAIRIE Wards 14 - 17,46,16,2010,2
COLUMBIA,TOWN OF ARLINGTON Wards 1 & 2,47,16,2010,2
COLUMBIA,TOWN OF COLUMBUS Ward 1,47,16,2010,2
COLUMBIA,TOWN OF COURTLAND Wards 1 & 2,47,16,2010,2
COLUMBIA,TOWN OF DEKORRA Wards 1 - 4,47,16,2010,2
COLUMBIA,TOWN OF FOUNTAIN PRAIRIE Wards 1 & 2,47,16,2010,2
COLUMBIA,TOWN OF HAMPDEN Ward 1,47,16,2010,2
COLUMBIA,TOWN OF LEEDS Wards 1 & 2,47,16,2010,2
COLUMBIA,TOWN OF LODI Wards 1 - 5,47,16,2010,2
COLUMBIA,TOWN OF LOWVILLE Wards 1 & 2,47,16,2010,2
COLUMBIA,TOWN OF OTSEGO Ward 1,47,16,2010,2
COLUMBIA,TOWN OF PACIFIC Wards 1 - 3,47,16,2010,2
COLUMBIA,TOWN OF RANDOLPH Ward 1,47,16,2010,2
COLUMBIA,TOWN OF SCOTT Ward 1,47,16,2010,2
COLUMBIA,TOWN OF SPRINGVALE Ward 1,47,16,2010,2
COLUMBIA,TOWN OF WEST POINT Wards 1 & 2,47,16,2010,2
COLUMBIA,VILLAGE OF ARLINGTON Ward 1,47,16,2010,2
COLUMBIA,VILLAGE OF CAMBRIA Ward 1,47,16,2010,2
COLUMBIA,VILLAGE OF DOYLESTOWN Ward 1,47,16,2010,2
COLUMBIA,VILLAGE OF FALL RIVER Wards 1 & 2,47,16,2010,2
COLUMBIA,VILLAGE OF FRIESLAND Ward 1,47,16,2010,2
COLUMBIA,VILLAGE OF POYNETTE Wards 1 - 3,47,16,2010,2
COLUMBIA,VILLAGE OF RIO Ward 1,47,16,2010,2
COLUMBIA,CITY OF LODI Wards 1 - 4,47,16,2010,2
DANE,TOWN OF BRISTOL Wards 1 - 3,47,16,2010,2
DANE,TOWN OF DANE Ward 1,47,16,2010,2
DANE,TOWN OF MAZOMANIE Wards 1 & 2,47,16,2010,2
DANE,TOWN OF MEDINA Wards 1 & 2,47,16,2010,2
DANE,TOWN OF ROXBURY Wards 1 & 2,47,16,2010,2
DANE,TOWN OF VIENNA Wards 1 & 2,47,16,2010,2
DANE,TOWN OF WINDSOR Wards 1 - 7,47,16,2010,2
DANE,TOWN OF YORK Ward 1,47,16,2010,2
DANE,VILLAGE OF DANE Ward 1,47,16,2010,2
DANE,"VILLAGE OF DEFOREST Ward 1, 2, 4, 7, 10 - 12",47,16,2010,2
DANE,"VILLAGE OF DEFOREST Wards 3, 5, 6, 8, 9",47,16,2010,2
DANE,VILLAGE OF MARSHALL Wards 1 - 7,47,16,2010,2
DANE,VILLAGE OF MAZOMANIE Wards 3 & 4,47,16,2010,2
DANE,"CITY OF SUN PRAIRIE Wards 21, 23, 26 - 28",47,16,2010,2
SAUK,TOWN OF MERRIMAC MERRIMAC TOWN,47,16,2010,2
SAUK,VILLAGE OF MERRIMAC Ward 1,47,16,2010,2
DANE,TOWN OF BLOOMING GROVE Wards 1 - 3,48,16,2010,2
DANE,TOWN OF DUNN Wards 2 - 6,48,16,2010,2
DANE,VILLAGE OF MCFARLAND Ward 1-7,48,16,2010,2
DANE,CITY OF MADISON Ward 1,48,16,2010,2
DANE,CITY OF MADISON Ward 2,48,16,2010,2
DANE,CITY OF MADISON Ward 3,48,16,2010,2
DANE,CITY OF MADISON Ward 4,48,16,2010,2
DANE,CITY OF MADISON Ward 5,48,16,2010,2
DANE,CITY OF MADISON Ward 6,48,16,2010,2
DANE,CITY OF MADISON Ward 7,48,16,2010,2
DANE,CITY OF MADISON Ward 8,48,16,2010,2
DANE,CITY OF MADISON Ward 10,48,16,2010,2
DANE,CITY OF MADISON Ward 11,48,16,2010,2
DANE,CITY OF MADISON Ward 12,48,16,2010,2
DANE,CITY OF MADISON Ward 13,48,16,2010,2
DANE,CITY OF MADISON Ward 33,48,16,2010,2
DANE,CITY OF MADISON Ward 55,48,16,2010,2
DANE,CITY OF MADISON Ward 56,48,16,2010,2
DANE,CITY OF MADISON Ward 131,48,16,2010,2
DANE,CITY OF MONONA Wards 1 - 5,48,16,2010,2
DANE,CITY OF MONONA Wards 6 - 10,48,16,2010,2
GRANT,TOWN OF BEETOWN Ward 1,49,17,2010,3
GRANT,TOWN OF BLOOMINGTON Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF BOSCOBEL Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF CASSVILLE Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF CASTLE ROCK Ward 1,49,17,2010,3
GRANT,TOWN OF CLIFTON Ward 1,49,17,2010,3
GRANT,TOWN OF ELLENBORO Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF FENNIMORE Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF GLEN HAVEN Ward 1,49,17,2010,3
GRANT,TOWN OF HARRISON Ward 1,49,17,2010,3
GRANT,TOWN OF HAZEL GREEN Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF HICKORY GROVE Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF JAMESTOWN Wards 1 - 3,49,17,2010,3
GRANT,TOWN OF LIBERTY Ward 1,49,17,2010,3
GRANT,TOWN OF LIMA Ward 1,49,17,2010,3
GRANT,TOWN OF LITTLE GRANT Ward 1,49,17,2010,3
GRANT,TOWN OF MARION Ward 1,49,17,2010,3
GRANT,TOWN OF MILLVILLE Ward 1,49,17,2010,3
GRANT,TOWN OF MOUNT HOPE Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF MOUNT IDA Ward 1,49,17,2010,3
GRANT,TOWN OF MUSCODA Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF NORTH LANCASTER Ward 1,49,17,2010,3
GRANT,TOWN OF PARIS Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF PATCH GROVE Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF PLATTEVILLE Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF POTOSI Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF SMELSER Wards 1 & 2,49,17,2010,3
GRANT,TOWN OF SOUTH LANCASTER Wards 1 - 3,49,17,2010,3
GRANT,TOWN OF WATERLOO Ward 1,49,17,2010,3
GRANT,TOWN OF WATTERSTOWN Ward 1,49,17,2010,3
GRANT,TOWN OF WINGVILLE Ward 1,49,17,2010,3
GRANT,TOWN OF WOODMAN Ward 1,49,17,2010,3
GRANT,TOWN OF WYALUSING Ward 1,49,17,2010,3
GRANT,VILLAGE OF BAGLEY Ward 1,49,17,2010,3
GRANT,VILLAGE OF BLOOMINGTON Ward 1,49,17,2010,3
GRANT,VILLAGE OF BLUE RIVER Ward 1,49,17,2010,3
GRANT,VILLAGE OF CASSVILLE Wards 1 & 2,49,17,2010,3
GRANT,VILLAGE OF DICKEYVILLE Wards 1 & 2,49,17,2010,3
GRANT,VILLAGE OF HAZEL GREEN WARDS 1 & 2,49,17,2010,3
GRANT,VILLAGE OF LIVINGSTON Ward 1,49,17,2010,3
GRANT,VILLAGE OF MONTFORT Ward 1,49,17,2010,3
GRANT,VILLAGE OF MOUNT HOPE Wards 1 & 2,49,17,2010,3
GRANT,VILLAGE OF MUSCODA WARDS 1 & 2,49,17,2010,3
GRANT,VILLAGE OF PATCH GROVE Wards 1 & 2,49,17,2010,3
GRANT,VILLAGE OF POTOSI Ward 1,49,17,2010,3
GRANT,VILLAGE OF TENNYSON Ward 1,49,17,2010,3
GRANT,VILLAGE OF WOODMAN Ward 1,49,17,2010,3
GRANT,CITY OF BOSCOBEL Wards 1 - 4,49,17,2010,3
GRANT,CITY OF CUBA CITY Wards 1 - 5,49,17,2010,3
GRANT,CITY OF FENNIMORE Wards 1 - 6,49,17,2010,3
GRANT,CITY OF LANCASTER Wards 1 - 8,49,17,2010,3
GRANT,CITY OF PLATTEVILLE Wards 1 - 4,49,17,2010,3
GRANT,CITY OF PLATTEVILLE Wards 5 - 7,49,17,2010,3
GRANT,CITY OF PLATTEVILLE Wards 8 - 10,49,17,2010,3
GRANT,CITY OF PLATTEVILLE Wards 11 - 13,49,17,2010,3
IOWA,VILLAGE OF LIVINGSTON Ward 2,49,17,2010,3
IOWA,VILLAGE OF MONTFORT Ward 2,49,17,2010,3
IOWA,VILLAGE OF MUSCODA WARD 3,49,17,2010,3
LAFAYETTE,TOWN OF BENTON Wards 1 & 2,49,17,2010,3
LAFAYETTE,VILLAGE OF BENTON Ward 1,49,17,2010,3
LAFAYETTE,VILLAGE OF HAZEL GREEN Ward 3,49,17,2010,3
LAFAYETTE,CITY OF CUBA CITY Wards 6 & 7,49,17,2010,3
RICHLAND,TOWN OF DAYTON Ward 1,49,17,2010,3
RICHLAND,TOWN OF EAGLE Ward 1,49,17,2010,3
RICHLAND,TOWN OF ORION Ward 1,49,17,2010,3
RICHLAND,TOWN OF RICHWOOD Wards 1 & 2,49,17,2010,3
RICHLAND,VILLAGE OF BOAZ Ward 1,49,17,2010,3
JUNEAU,TOWN OF ARMENIA Ward 1,50,17,2010,3
JUNEAU,TOWN OF CLEARFIELD Wards 1 & 2,50,17,2010,3
JUNEAU,TOWN OF CUTLER Ward 1,50,17,2010,3
JUNEAU,TOWN OF FINLEY Ward 1,50,17,2010,3
JUNEAU,TOWN OF FOUNTAIN Ward 1,50,17,2010,3
JUNEAU,TOWN OF GERMANTOWN Wards 1 & 2,50,17,2010,3
JUNEAU,TOWN OF KILDARE Ward 1,50,17,2010,3
JUNEAU,TOWN OF KINGSTON Ward 1,50,17,2010,3
JUNEAU,TOWN OF LEMONWEIR Wards 1 - 4,50,17,2010,3
JUNEAU,TOWN OF LINDINA Wards 1 & 2,50,17,2010,3
JUNEAU,TOWN OF LISBON Wards 1 & 2,50,17,2010,3
JUNEAU,TOWN OF LYNDON Wards 1 & 2,50,17,2010,3
JUNEAU,TOWN OF MARION Ward 1,50,17,2010,3
JUNEAU,TOWN OF NECEDAH WARDS 1-3,50,17,2010,3
JUNEAU,TOWN OF ORANGE Ward 1,50,17,2010,3
JUNEAU,TOWN OF PLYMOUTH Wards 1 & 2,50,17,2010,3
JUNEAU,TOWN OF SEVEN MILE CREEK Wards 1 & 2,50,17,2010,3
JUNEAU,TOWN OF SUMMIT Ward 1,50,17,2010,3
JUNEAU,TOWN OF WONEWOC Wards 1 & 2,50,17,2010,3
JUNEAU,VILLAGE OF CAMP DOUGLAS Ward 1,50,17,2010,3
JUNEAU,VILLAGE OF HUSTLER Ward 1,50,17,2010,3
JUNEAU,VILLAGE OF LYNDON STATION Ward 1,50,17,2010,3
JUNEAU,VILLAGE OF NECEDAH Ward 1,50,17,2010,3
JUNEAU,VILLAGE OF UNION CENTER Ward 1,50,17,2010,3
JUNEAU,VILLAGE OF WONEWOC Ward 1,50,17,2010,3
JUNEAU,CITY OF ELROY Wards 1 - 5,50,17,2010,3
JUNEAU,CITY OF MAUSTON Wards 1 - 10,50,17,2010,3
JUNEAU,CITY OF NEW LISBON Wards 1 - 6,50,17,2010,3
JUNEAU,CITY OF WISCONSIN DELLS Ward 7,50,17,2010,3
MONROE,TOWN OF CLIFTON Ward 1,50,17,2010,3
MONROE,TOWN OF GLENDALE Ward 1,50,17,2010,3
MONROE,VILLAGE OF KENDALL Ward 1,50,17,2010,3
RICHLAND,TOWN OF MARSHALL Ward 1,50,17,2010,3
RICHLAND,TOWN OF RICHLAND Wards 1 - 4,50,17,2010,3
RICHLAND,TOWN OF ROCKBRIDGE Wards 1 - 3,50,17,2010,3
RICHLAND,TOWN OF WESTFORD Wards 1 & 2,50,17,2010,3
RICHLAND,TOWN OF WILLOW Ward 1,50,17,2010,3
RICHLAND,VILLAGE OF CAZENOVIA Ward 1,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 1,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 2,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 3,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 4,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 5,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 6,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 7,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 8,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 9,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 10,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 11,50,17,2010,3
RICHLAND,CITY OF RICHLAND CENTER Ward 12,50,17,2010,3
SAUK,"TOWN OF DELLONA Wards 1 & 2, Combined",50,17,2010,3
SAUK,"TOWN OF EXCELSIOR Wards 1-3, Combined",50,17,2010,3
SAUK,TOWN OF FREEDOM WARD 1,50,17,2010,3
SAUK,TOWN OF IRONTON Ward 1,50,17,2010,3
SAUK,"TOWN OF LA VALLE Wards 1 & 2, Combined",50,17,2010,3
SAUK,"TOWN OF REEDSBURG Wards 1-4, Combined",50,17,2010,3
SAUK,TOWN OF WASHINGTON Ward 1,50,17,2010,3
SAUK,"TOWN OF WESTFIELD Wards 1 & 2, Combined",50,17,2010,3
SAUK,TOWN OF WINFIELD WARDS 1-2,50,17,2010,3
SAUK,TOWN OF WOODLAND Ward 1,50,17,2010,3
SAUK,VILLAGE OF CAZENOVIA Ward 2,50,17,2010,3
SAUK,VILLAGE OF IRONTON Ward 1,50,17,2010,3
SAUK,VILLAGE OF LAVALLE Ward 1,50,17,2010,3
SAUK,VILLAGE OF LIME RIDGE Ward 1,50,17,2010,3
SAUK,VILLAGE OF LOGANVILLE Ward 1,50,17,2010,3
SAUK,VILLAGE OF NORTH FREEDOM Ward 1,50,17,2010,3
SAUK,VILLAGE OF ROCK SPRINGS Ward 1,50,17,2010,3
SAUK,CITY OF REEDSBURG Wards 1 - 3 & 13,50,17,2010,3
SAUK,"CITY OF REEDSBURG Wards 4, 6, 11 & 14",50,17,2010,3
SAUK,"CITY OF REEDSBURG Wards 5, 9, 12 & 16",50,17,2010,3
SAUK,"CITY OF REEDSBURG Wards 7, 8, 10 & 15",50,17,2010,3
IOWA,TOWN OF ARENA Wards 1 & 2,51,17,2010,3
IOWA,TOWN OF BRIGHAM Wards 1 - 3,51,17,2010,3
IOWA,TOWN OF CLYDE Wards 1 - 3,51,17,2010,3
IOWA,TOWN OF DODGEVILLE Wards 1 - 3,51,17,2010,3
IOWA,TOWN OF EDEN Ward 1,51,17,2010,3
IOWA,TOWN OF HIGHLAND Wards 1 & 2,51,17,2010,3
IOWA,TOWN OF LINDEN Wards 1 - 3,51,17,2010,3
IOWA,TOWN OF MIFFLIN Wards 1 & 2,51,17,2010,3
IOWA,TOWN OF MINERAL POINT Wards 1 & 2,51,17,2010,3
IOWA,TOWN OF MOSCOW Wards 1 & 2,51,17,2010,3
IOWA,TOWN OF PULASKI Ward 1,51,17,2010,3
IOWA,TOWN OF RIDGEWAY Wards 1 & 2,51,17,2010,3
IOWA,TOWN OF WALDWICK Ward 1,51,17,2010,3
IOWA,TOWN OF WYOMING Ward 1,51,17,2010,3
IOWA,VILLAGE OF ARENA Ward 1,51,17,2010,3
IOWA,VILLAGE OF AVOCA Ward 1,51,17,2010,3
IOWA,VILLAGE OF BARNEVELD Wards 1 & 2,51,17,2010,3
IOWA,VILLAGE OF BLANCHARDVILLE Ward 2,51,17,2010,3
IOWA,VILLAGE OF COBB Ward 1,51,17,2010,3
IOWA,VILLAGE OF HIGHLAND Ward 1,51,17,2010,3
IOWA,VILLAGE OF HOLLANDALE Ward 1,51,17,2010,3
IOWA,VILLAGE OF LINDEN Ward 1,51,17,2010,3
IOWA,VILLAGE OF REWEY Ward 1,51,17,2010,3
IOWA,VILLAGE OF RIDGEWAY Ward 1,51,17,2010,3
IOWA,CITY OF DODGEVILLE Wards 1 & 2,51,17,2010,3
IOWA,CITY OF DODGEVILLE Wards 3 & 4,51,17,2010,3
IOWA,CITY OF DODGEVILLE Wards 5 & 6,51,17,2010,3
IOWA,CITY OF DODGEVILLE Wards 7 & 8,51,17,2010,3
IOWA,CITY OF MINERAL POINT Ward 1,51,17,2010,3
IOWA,CITY OF MINERAL POINT Ward 2,51,17,2010,3
IOWA,CITY OF MINERAL POINT Wards 3 & 4,51,17,2010,3
IOWA,CITY OF MINERAL POINT Wards 5 & 6,51,17,2010,3
LAFAYETTE,TOWN OF ARGYLE Wards 1 & 2,51,17,2010,3
LAFAYETTE,TOWN OF BELMONT Wards 1 & 2,51,17,2010,3
LAFAYETTE,TOWN OF BLANCHARD Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF DARLINGTON Wards 1 & 2,51,17,2010,3
LAFAYETTE,TOWN OF ELK GROVE Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF FAYETTE Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF GRATIOT Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF KENDALL Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF LAMONT Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF MONTICELLO Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF NEW DIGGINGS Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF SEYMOUR Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF SHULLSBURG Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF WHITE OAK SPRINGS Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF WILLOW SPRINGS Ward 1,51,17,2010,3
LAFAYETTE,TOWN OF WIOTA Ward 1,51,17,2010,3
LAFAYETTE,VILLAGE OF ARGYLE Ward 1,51,17,2010,3
LAFAYETTE,VILLAGE OF BELMONT Ward 1,51,17,2010,3
LAFAYETTE,VILLAGE OF BLANCHARDVILLE Ward 1,51,17,2010,3
